codusu,nro_hogar,edad,ingreso,varon,mujer,con_pareja,sin_pareja,si_cobertura,no_cobertura,prim_inc,prim_com,sec_inc,sec_com,uni_inc,uni_comp,sin_instrucc,estado_desocupado,estado_inactivo,estado_menor de 10 años,estado_no respuesta,estado_ocupado,inactividad_ama de casa,inactividad_discapacitado,inactividad_estudiante,inactividad_jubilado/pensionado,inactividad_menor de 6 años,inactividad_otros,inactividad_rentista,realizada,trimestre,region,mas_500,aglomerado,pondera,iv1,iv5,iv12_1,iv12_2,iv12_3,ii1,ii2,ii3,ii7,v1,v2,v21,v22,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19_a,v19_b,itf,decifr,rdecifr,gdecifr,adecifr,deccfr,rdeccfr,gdeccfr,adeccfr,vii1_1,vii1_2,vii2_1,vii2_2,vii2_3,vii2_4,componente,ch09,ch10,ch11,ch12,ch13,ch15,ch16,estado,cat_ocup,pp02c1,pp02c2,pp02c3,pp02c4,pp02c5,pp02c6,pp02c7,pp02c8,pp02e,pp02h,pp02i,decocur,rdecocur,gdecocur,adecocur,desocupado,proporcion_trabajando,total_personas,tasa_parcial,prom_edad_hogar
TQRMNOQTPHMKMNCDEIIAD00801744,1.0,30,25000.0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,S,32,759.0,1,1,2,2,2,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,50000.0,1,1,1.0,1,1,1,1.0,1,1,0,98,0,0,0,1,1,2,0,2,1,4,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,0.5,2,0,42.0
TQRMNOQTPHMKMNCDEIIAD00801744,1.0,30,25000.0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,S,32,759.0,1,1,2,2,2,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,50000.0,1,1,1.0,1,1,1,1.0,1,1,0,98,0,0,0,2,1,2,0,7,1,1,1,2.0,0,2,1,2,2,1,1,2,2,0,0,0,0,0,0.0,0,1,0.5,2,0,42.0
TQRMNOPVXHMMKPCDEIJAH00858020,1.0,63,79000.0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,S,33,2230.0,1,1,2,2,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,158000.0,1,1,1.0,1,2,2,2.0,2,1,0,98,0,0,0,1,1,2,0,4,2,4,1,2.0,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0.0,0,1,0.5,2,0,61.0
TQRMNOPVXHMMKPCDEIJAH00858020,1.0,63,79000.0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,S,33,2230.0,1,1,2,2,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,158000.0,1,1,1.0,1,2,2,2.0,2,1,0,98,0,0,0,2,1,2,0,4,1,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3,0,0.5,2,0,61.0
TQRMNOPVXHMMKPCDEIJAH00858020,1.0,59,79000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,2230.0,1,1,2,2,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,158000.0,1,1,1.0,1,2,2,2.0,2,1,0,98,0,0,0,1,1,2,0,4,2,4,1,2.0,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0.0,0,1,0.5,2,0,61.0
TQRMNOPVXHMMKPCDEIJAH00858020,1.0,59,79000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,2230.0,1,1,2,2,2,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,158000.0,1,1,1.0,1,2,2,2.0,2,1,0,98,0,0,0,2,1,2,0,4,1,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3,0,0.5,2,0,61.0
TQRMNOSQVHMMSSCDEIJAH00858063,1.0,53,358000.0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,664.0,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,358000.0,4,4,4.0,4,8,8,8.0,9,1,0,98,0,0,0,1,1,2,0,4,2,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,4,0,1.0,1,0,53.0
TQRMNOQXYHMMRNCDEIJAH00802468,1.0,81,192000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1666.0,1,1,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,384000.0,4,4,4.0,4,5,5,5.0,6,2,0,1,0,0,0,1,1,2,0,4,1,4,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,82.0
TQRMNOQXYHMMRNCDEIJAH00802468,1.0,81,192000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1666.0,1,1,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,384000.0,4,4,4.0,4,5,5,5.0,6,2,0,1,0,0,0,2,1,2,0,2,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,82.0
TQRMNOQXYHMMRNCDEIJAH00802468,1.0,83,192000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1666.0,1,1,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,384000.0,4,4,4.0,4,5,5,5.0,6,2,0,1,0,0,0,1,1,2,0,4,1,4,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,82.0
TQRMNOQXYHMMRNCDEIJAH00802468,1.0,83,192000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1666.0,1,1,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,384000.0,4,4,4.0,4,5,5,5.0,6,2,0,1,0,0,0,2,1,2,0,2,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,82.0
TQRMNOQWVHKLMNCDEIIAD00858202,1.0,46,160000.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,32,2013.0,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,320000.0,3,3,3.0,2,5,4,4.0,2,1,2,98,0,0,0,1,1,2,0,6,1,3,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.5,2,0,47.0
TQRMNOQWVHKLMNCDEIIAD00858202,1.0,46,160000.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,32,2013.0,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,320000.0,3,3,3.0,2,5,4,4.0,2,1,2,98,0,0,0,2,1,2,0,4,1,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5.0,2,0,0.5,2,0,47.0
TQRMNOQWVHKLMNCDEIIAD00858202,1.0,48,160000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,2013.0,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,320000.0,3,3,3.0,2,5,4,4.0,2,1,2,98,0,0,0,1,1,2,0,6,1,3,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.5,2,0,47.0
TQRMNOQWVHKLMNCDEIIAD00858202,1.0,48,160000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,2013.0,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,320000.0,3,3,3.0,2,5,4,4.0,2,1,2,98,0,0,0,2,1,2,0,4,1,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5.0,2,0,0.5,2,0,47.0
TQRMNORSTHLMKMCDEIJAH00855018,1.0,76,157000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1815.0,1,1,2,2,2,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,314000.0,3,3,3.0,3,4,4,4.0,5,1,2,98,0,0,0,1,1,2,0,2,1,3,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,78.0
TQRMNORSTHLMKMCDEIJAH00855018,1.0,76,157000.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1815.0,1,1,2,2,2,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,314000.0,3,3,3.0,3,4,4,4.0,5,1,2,98,0,0,0,2,1,2,0,2,1,5,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,78.0
TQRMNORSTHLMKMCDEIJAH00855018,1.0,80,157000.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1815.0,1,1,2,2,2,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,314000.0,3,3,3.0,3,4,4,4.0,5,1,2,98,0,0,0,1,1,2,0,2,1,3,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,78.0
TQRMNORSTHLMKMCDEIJAH00855018,1.0,80,157000.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1815.0,1,1,2,2,2,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,314000.0,3,3,3.0,3,4,4,4.0,5,1,2,98,0,0,0,2,1,2,0,2,1,5,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,78.0
TQRMNOPWWHLLKNCDEIJAH00855020,1.0,74,420000.0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1675.0,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,420000.0,5,5,5.0,5,9,8,9.0,9,1,0,98,0,0,0,1,1,2,0,4,1,4,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,1,0,74.0
TQRMNOQTTHJNOLCDEIIAD00801854,1.0,38,1800000.0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,2028.0,2,1,2,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1800000.0,10,10,10.0,9,10,10,10.0,10,1,0,96,0,0,0,1,1,2,0,7,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,10,0,1.0,1,0,38.0
TQRMNOQSRHKKTQCDEIJAH00858107,1.0,71,232500.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1695.0,2,1,2,2,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,465000.0,5,5,5.0,5,6,6,6.0,7,2,0,98,0,0,0,1,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,70.5
TQRMNOQSRHKKTQCDEIJAH00858107,1.0,71,232500.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,S,33,1695.0,2,1,2,2,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,465000.0,5,5,5.0,5,6,6,6.0,7,2,0,98,0,0,0,2,1,2,0,7,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,70.5
TQRMNOQSRHKKTQCDEIJAH00858107,1.0,70,232500.0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,1695.0,2,1,2,2,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,465000.0,5,5,5.0,5,6,6,6.0,7,2,0,98,0,0,0,1,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,70.5
TQRMNOQSRHKKTQCDEIJAH00858107,1.0,70,232500.0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,1695.0,2,1,2,2,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,465000.0,5,5,5.0,5,6,6,6.0,7,2,0,98,0,0,0,2,1,2,0,7,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,2,0,70.5
TQRMNORXYHJKNPCDEIJAH00795621,1.0,73,140000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,1,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,73,140000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,73,140000.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,3,1,2,0,6,2,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,72,140000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,1,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,72,140000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,72,140000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,3,1,2,0,6,2,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,42,140000.0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,1,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,42,140000.0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,2,1,2,0,4,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.333,3,0,62.333333333333336
TQRMNORXYHJKNPCDEIJAH00795621,1.0,42,140000.0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,519.0,1,1,2,2,2,4,2,2,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,420000.0,5,5,5.0,5,4,4,4.0,4,2,0,1,3,0,0,3,1,2,0,6,2,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2,0,0.333,3,0,62.333333333333336
TQRMNOPTQHJNMRCDEIJAH00795073,1.0,36,150000.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1679.0,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,300000.0,3,3,3.0,3,4,4,4.0,5,1,0,98,0,0,0,1,1,2,0,4,1,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,6,6,6.0,7,0,0.5,2,0,20.5
TQRMNOPTQHJNMRCDEIJAH00795073,1.0,36,150000.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,1679.0,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,300000.0,3,3,3.0,3,4,4,4.0,5,1,0,98,0,0,0,2,2,1,1,1,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.5,2,0,20.5
TQRMNOPTQHJNMRCDEIJAH00795073,1.0,5,150000.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,S,33,1679.0,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,300000.0,3,3,3.0,3,4,4,4.0,5,1,0,98,0,0,0,1,1,2,0,4,1,1,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,6,6,6.0,7,0,0.5,2,0,20.5
TQRMNOPTQHJNMRCDEIJAH00795073,1.0,5,150000.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,S,33,1679.0,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,300000.0,3,3,3.0,3,4,4,4.0,5,1,0,98,0,0,0,2,2,1,1,1,2,1,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.5,2,0,20.5
TQRMNORVRHKMSTCDEIJAH00858151,1.0,39,310000.0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,33,3267.0,2,1,2,1,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,620000.0,7,6,7.0,7,8,7,7.0,8,1,0,98,0,0,0,1,1,2,0,6,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0,9,0,1.0,1,0,39.0
TQRMNORVRHKMSTCDEIJAH00858151,1.0,9,310000.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,S,33,3267.0,2,1,2,1,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,620000.0,7,6,7.0,7,8,7,7.0,8,1,0,98,0,0,0,1,1,2,0,6,1,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0,9,0,1.0,1,0,39.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,1,1,2,0,4,2,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3.0,2,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,2,1,2,0,4,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,7.0,4,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,1,1,2,0,4,2,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3.0,2,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,2,1,2,0,4,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,7.0,4,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,34,176666.67,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,16,176666.67,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,1,1,2,0,4,2,3,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3.0,2,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,16,176666.67,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,2,1,2,0,4,2,1,1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,7.0,4,0,0.667,3,0,28.0
TQRMNOSRQHKKLLCDEIIAD00858153,1.0,16,176666.67,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,S,32,766.0,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,530000.0,6,6,6.0,4,5,5,5.0,2,1,2,98,0,0,0,3,1,1,1,4,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0.667,3,0,28.0
