codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf
251481  ,1.0,1,2.0,5,4,7,4,5,264.1666666666667
251481  ,1.0,1,1.0,5,4,7,4,5,264.1666666666667
251481  ,1.0,2,0,5,1,7,4,5,264.1666666666667
251692  ,1.0,1,40.0,1,4,2,1,0.0,43.75
251692  ,1.0,2,37.0,1,4,2,3,4,43.75
251692  ,1.0,1,16.0,5,4,3,3,3,43.75
251692  ,1.0,2,14.0,5,4,3,3,3,43.75
251692  ,1.0,1,11.0,5,4,1,3,3,43.75
251692  ,1.0,2,6.0,5,4,1,4,3,43.75
251692  ,1.0,1,5.0,5,4,7,4,5,43.75
251692  ,1.0,2,2.0,5,4,7,4,5,43.75
251783  ,1.0,1,38.0,2,1,2,1,0.0,190.0
251783  ,1.0,2,34.0,2,1,2,1,0.0,190.0
251783  ,1.0,1,16.0,5,1,3,3,3,190.0
251783  ,1.0,2,11.0,5,1,1,3,3,190.0
251783  ,1.0,1,7.0,5,1,1,4,3,190.0
251849  ,1.0,1,48.0,2,1,4,1,0.0,266.6666666666667
251849  ,1.0,2,40.0,2,1,3,2,0.0,266.6666666666667
251849  ,1.0,1,11.0,5,1,1,3,3,266.6666666666667
252224  ,1.0,1,40.0,3,1,6,1,0.0,1500.0
252313  ,1.0,1,45.0,2,1,6,1,0.0,1100.0
252313  ,1.0,2,41.0,2,1,5,1,0.0,1100.0
252313  ,1.0,1,18.0,5,1,5,3,3,1100.0
252313  ,1.0,1,15.0,5,1,3,3,3,1100.0
252313  ,1.0,1,9.0,5,1,1,4,3,1100.0
252540  ,1.0,1,29.0,2,4,5,3,3,166.66666666666666
252540  ,1.0,2,28.0,2,4,5,1,0.0,166.66666666666666
252540  ,1.0,1,4.0,5,4,7,4,5,166.66666666666666
252594  ,1.0,1,60.0,2,4,6,1,0.0,706.0
252594  ,1.0,2,56.0,2,4,2,3,4,706.0
252594  ,1.0,1,80.0,4,1,2,3,1,706.0
252594  ,1.0,1,20.0,5,4,5,3,3,706.0
252594  ,1.0,1,14.0,5,4,3,3,3,706.0
252792  ,1.0,1,45.0,5,4,3,1,0.0,300.0
252936  ,1.0,1,36.0,1,1,2,1,0.0,137.5
252936  ,1.0,2,27.0,1,1,3,1,0.0,137.5
252936  ,1.0,2,6.0,5,1,1,4,3,137.5
252936  ,1.0,1,5.0,5,1,7,4,5,137.5
252953  ,1.0,1,30.0,2,4,3,1,0.0,70.0
252953  ,1.0,2,25.0,2,4,3,1,0.0,70.0
252953  ,1.0,2,47.0,3,4,2,3,4,70.0
252953  ,1.0,2,7.0,5,4,1,4,3,70.0
252953  ,1.0,1,5.0,5,4,7,4,5,70.0
253043  ,1.0,1,53.0,2,1,2,1,0.0,348.6666666666667
253043  ,1.0,2,51.0,2,1,6,1,0.0,348.6666666666667
253043  ,1.0,2,23.0,5,4,5,2,0.0,348.6666666666667
253043  ,1.0,2,19.0,5,1,5,2,0.0,348.6666666666667
253043  ,1.0,2,17.0,5,1,3,1,0.0,348.6666666666667
253043  ,1.0,2,70.0,4,1,2,3,1,348.6666666666667
253093  ,1.0,1,88.0,2,1,1,3,1,75.0
253093  ,1.0,2,77.0,2,1,1,3,4,75.0
253227  ,1.0,1,45.0,2,1,4,1,0.0,550.0
253227  ,1.0,2,43.0,2,1,6,1,0.0,550.0
253227  ,1.0,2,15.0,5,1,3,3,3,550.0
253227  ,1.0,1,12.0,5,1,2,3,3,550.0
253291  ,1.0,1,41.0,2,4,6,1,0.0,67.5
253291  ,1.0,2,38.0,2,4,3,3,4,67.5
253291  ,1.0,2,16.0,5,4,3,3,3,67.5
253291  ,1.0,1,12.0,5,4,1,3,3,67.5
253456  ,1.0,1,33.0,2,1,4,1,0.0,375.0
253456  ,1.0,2,29.0,2,1,4,3,4,375.0
253456  ,1.0,2,9.0,5,1,1,4,3,375.0
253456  ,1.0,1,4.0,5,1,7,4,5,375.0
253470  ,1.0,1,88.0,4,1,7,3,1,406.6666666666667
253470  ,1.0,2,56.0,5,1,4,1,0.0,406.6666666666667
253470  ,1.0,1,40.0,3,1,4,1,0.0,406.6666666666667
253781  ,1.0,2,47.0,5,1,2,1,0.0,196.75
253781  ,1.0,1,78.0,2,1,2,3,1,196.75
253781  ,1.0,2,83.0,2,1,2,3,7,196.75
253781  ,1.0,2,11.0,5,1,1,3,3,196.75
253789  ,1.0,2,26.0,5,4,4,3,4,33.333333333333336
253789  ,1.0,2,2.0,5,4,7,4,5,33.333333333333336
253789  ,1.0,2,0,5,4,7,4,5,33.333333333333336
253861  ,1.0,1,39.0,2,1,2,1,0.0,81.25
253861  ,1.0,2,34.0,2,1,1,3,4,81.25
253861  ,1.0,1,13.0,5,1,2,3,3,81.25
253861  ,1.0,2,12.0,5,1,1,3,3,81.25
253861  ,1.0,2,11.0,5,1,1,3,3,81.25
253861  ,1.0,1,7.0,5,1,1,4,3,81.25
253861  ,1.0,1,5.0,5,1,7,4,5,81.25
253861  ,1.0,2,3.0,5,1,7,4,5,81.25
253922  ,1.0,1,35.0,2,4,5,2,0.0,125.0
253922  ,1.0,2,38.0,2,4,3,3,3,125.0
253922  ,1.0,1,12.0,5,4,2,3,3,125.0
253922  ,1.0,2,5.0,5,4,1,4,5,125.0
254040  ,1.0,2,45.0,3,4,2,1,0.0,37.5
254040  ,1.0,2,15.0,5,4,2,3,3,37.5
254040  ,1.0,2,9.0,5,4,1,4,3,37.5
254040  ,1.0,2,5.0,5,4,7,4,5,37.5
254042  ,1.0,2,83.0,4,1,2,3,1,220.0
254047  ,1.0,1,50.0,2,4,4,1,0.0,290.0
254047  ,1.0,2,49.0,2,4,3,3,4,290.0
254047  ,1.0,1,20.0,5,4,5,1,0.0,290.0
254047  ,1.0,2,25.0,5,4,6,1,0.0,290.0
254047  ,1.0,2,1.0,5,4,7,4,5,290.0
254224  ,1.0,1,71.0,2,1,4,3,1,490.0
254224  ,1.0,2,72.0,2,1,6,3,1,490.0
254273  ,1.0,1,33.0,2,1,2,1,0.0,100.0
254273  ,1.0,2,31.0,2,1,2,3,4,100.0
254273  ,1.0,2,8.0,5,1,1,4,3,100.0
254273  ,1.0,1,2.0,5,1,7,4,5,100.0
254273  ,1.0,1,10.0,5,1,1,3,3,100.0
254273  ,1.0,2,64.0,3,4,2,3,4,100.0
254273  ,1.0,1,0,5,1,7,4,5,100.0
254643  ,1.0,1,46.0,1,1,1,1,0.0,224.16666666666666
254643  ,1.0,2,49.0,1,2,1,3,4,224.16666666666666
254643  ,1.0,1,33.0,5,4,2,1,0.0,224.16666666666666
254643  ,1.0,2,28.0,5,4,1,2,0.0,224.16666666666666
254643  ,1.0,1,21.0,5,4,2,1,0.0,224.16666666666666
254643  ,1.0,1,21.0,5,4,3,1,0.0,224.16666666666666
254643  ,1.0,1,18.0,5,1,4,3,7,224.16666666666666
254643  ,1.0,2,15.0,5,1,3,3,3,224.16666666666666
254643  ,1.0,1,10.0,5,1,1,3,3,224.16666666666666
254643  ,1.0,2,7.0,5,4,1,4,3,224.16666666666666
254643  ,1.0,1,4.0,5,4,7,4,5,224.16666666666666
254643  ,1.0,2,29.0,5,4,2,3,4,224.16666666666666
254667  ,2.0,1,22.0,1,1,4,1,0.0,200.0
254667  ,2.0,2,22.0,1,1,4,1,0.0,200.0
254667  ,2.0,1,2.0,5,1,7,4,5,200.0
254912  ,1.0,1,31.0,1,1,4,1,0.0,500.0
254912  ,1.0,2,25.0,1,1,4,1,0.0,500.0
254912  ,1.0,2,3.0,5,1,7,4,5,500.0
254912  ,1.0,1,0,5,1,7,4,5,500.0
254957  ,1.0,1,73.0,3,4,1,3,4,0.0
254988  ,1.0,1,53.0,2,4,2,1,0.0,150.0
254988  ,1.0,2,47.0,2,4,4,3,4,150.0
254988  ,1.0,2,16.0,5,4,3,3,3,150.0
254988  ,1.0,2,11.0,5,4,1,3,3,150.0
255073  ,1.0,1,28.0,1,4,3,1,0.0,270.0
255073  ,1.0,2,26.0,1,4,3,2,0.0,270.0
255073  ,1.0,2,5.0,5,4,1,4,5,270.0
255073  ,1.0,1,4.0,5,4,7,4,5,270.0
255073  ,1.0,2,2.0,5,4,7,4,5,270.0
255181  ,1.0,1,50.0,2,4,2,2,0.0,475.0
255181  ,1.0,2,49.0,2,1,4,1,0.0,475.0
255181  ,1.0,1,26.0,5,1,2,1,0.0,475.0
255181  ,1.0,1,15.0,5,4,3,3,3,475.0
255263  ,1.0,1,42.0,2,1,2,1,0.0,166.66666666666666
255263  ,1.0,2,35.0,2,1,5,3,3,166.66666666666666
255263  ,1.0,1,12.0,5,1,2,3,3,166.66666666666666
255274  ,1.0,2,76.0,4,1,4,3,1,760.0
255274  ,1.0,2,37.0,3,1,6,1,0.0,760.0
255393  ,1.0,1,20.0,1,4,3,1,0.0,210.0
255393  ,1.0,2,20.0,1,4,3,3,4,210.0
255393  ,1.0,2,0,5,4,7,4,5,210.0
255480  ,1.0,1,34.0,5,4,2,1,0.0,240.0
255480  ,1.0,2,62.0,4,1,1,2,0.0,240.0
255545  ,1.0,1,73.0,2,1,2,3,1,200.0
255545  ,1.0,2,78.0,2,1,2,3,4,200.0
255745  ,1.0,1,58.0,1,4,1,3,4,45.0
255745  ,1.0,2,48.0,1,4,1,3,7,45.0
255745  ,1.0,1,18.0,5,4,2,1,0.0,45.0
255745  ,1.0,1,14.0,5,4,3,1,0.0,45.0
255779  ,1.0,1,34.0,2,4,4,3,6,101.25
255779  ,1.0,2,32.0,2,1,6,1,0.0,101.25
255779  ,1.0,1,11.0,5,1,1,3,3,101.25
255779  ,1.0,1,2.0,5,1,7,4,5,101.25
255790  ,1.0,1,62.0,2,4,1,1,0.0,60.0
255790  ,1.0,2,47.0,2,4,2,1,0.0,60.0
255790  ,1.0,2,16.0,5,4,3,3,3,60.0
255790  ,1.0,1,20.0,5,4,4,2,0.0,60.0
255790  ,1.0,1,23.0,5,4,4,2,0.0,60.0
255954  ,1.0,1,33.0,2,2,4,1,0.0,625.0
255954  ,1.0,2,31.0,2,2,6,1,0.0,625.0
255954  ,1.0,1,5.0,5,2,7,4,5,625.0
255954  ,1.0,1,2.0,5,2,7,4,5,625.0
255988  ,1.0,1,39.0,1,1,6,1,0.0,425.0
255988  ,1.0,2,60.0,1,1,4,3,1,425.0
256015  ,1.0,1,70.0,2,1,1,2,0.0,100.0
256015  ,1.0,2,64.0,2,1,2,3,4,100.0
256047  ,1.0,1,62.0,4,1,4,1,0.0,170.0
256047  ,1.0,2,28.0,5,1,4,3,4,170.0
256047  ,1.0,2,26.0,5,1,6,1,0.0,170.0
256047  ,1.0,2,7.0,5,1,1,4,3,170.0
256047  ,1.0,2,86.0,4,1,2,3,1,170.0
256091  ,1.0,1,48.0,2,4,2,1,0.0,320.0
256091  ,1.0,2,47.0,2,4,3,1,0.0,320.0
256091  ,1.0,2,23.0,5,4,6,2,0.0,320.0
256091  ,1.0,2,14.0,5,4,2,3,3,320.0
256091  ,1.0,1,0,5,4,7,4,5,320.0
256106  ,1.0,2,79.0,4,1,2,3,1,200.0
256130  ,1.0,1,51.0,3,4,4,1,0.0,387.5
256130  ,1.0,2,24.0,5,4,5,3,3,387.5
256130  ,1.0,2,21.0,5,4,6,2,0.0,387.5
256130  ,1.0,1,19.0,5,4,3,1,0.0,387.5
256180  ,1.0,2,64.0,4,1,1,3,1,90.0
256180  ,1.0,2,40.0,3,4,3,1,0.0,90.0
256180  ,1.0,1,11.0,5,4,1,3,3,90.0
256180  ,1.0,1,12.0,5,4,1,3,3,90.0
256336  ,1.0,1,80.0,2,1,1,3,1,250.0
256336  ,1.0,2,70.0,2,1,3,3,1,250.0
256418  ,1.0,1,42.0,2,4,4,1,0.0,142.85714285714286
256418  ,1.0,2,38.0,2,4,4,3,4,142.85714285714286
256418  ,1.0,1,19.0,5,4,4,1,0.0,142.85714285714286
256418  ,1.0,1,17.0,5,4,3,3,3,142.85714285714286
256418  ,1.0,1,15.0,5,4,3,3,3,142.85714285714286
256418  ,1.0,1,13.0,5,4,2,3,3,142.85714285714286
256418  ,1.0,2,2.0,5,4,7,4,5,142.85714285714286
256526  ,1.0,2,58.0,3,1,4,3,4,1425.0
256526  ,1.0,2,28.0,5,1,2,1,0.0,1425.0
256560  ,1.0,1,42.0,2,4,2,1,0.0,45.0
256560  ,1.0,2,42.0,2,4,2,3,4,45.0
256560  ,1.0,2,18.0,5,4,2,3,7,45.0
256560  ,1.0,2,17.0,5,4,1,2,0.0,45.0
256560  ,1.0,2,13.0,5,4,1,3,3,45.0
256560  ,1.0,2,0,5,4,7,4,5,45.0
256650  ,1.0,1,31.0,1,1,3,1,0.0,755.0
256650  ,1.0,2,37.0,1,1,6,1,0.0,755.0
256650  ,1.0,2,0,5,1,7,4,5,755.0
256771  ,1.0,1,49.0,2,1,6,1,0.0,640.0
256771  ,1.0,2,49.0,2,1,6,1,0.0,640.0
256771  ,1.0,2,25.0,5,4,6,2,0.0,640.0
256771  ,1.0,1,24.0,5,4,5,3,3,640.0
256771  ,1.0,2,22.0,5,4,5,3,3,640.0
256825  ,1.0,1,46.0,2,4,5,2,0.0,160.0
256825  ,1.0,2,47.0,2,1,3,1,0.0,160.0
256825  ,1.0,1,16.0,5,1,3,3,3,160.0
256825  ,1.0,1,14.0,5,1,3,3,3,160.0
256825  ,1.0,2,11.0,5,1,1,3,3,160.0
256852  ,1.0,1,59.0,2,4,3,1,0.0,743.3333333333334
256852  ,1.0,2,55.0,2,4,4,3,4,743.3333333333334
256852  ,1.0,2,81.0,4,1,2,3,1,743.3333333333334
256858  ,1.0,2,87.0,3,1,4,3,1,250.0
257002  ,1.0,1,39.0,2,4,2,2,0.0,58.333333333333336
257002  ,1.0,2,32.0,2,4,4,3,4,58.333333333333336
257002  ,1.0,1,71.0,2,4,2,3,4,58.333333333333336
257033  ,1.0,1,28.0,5,2,5,1,0.0,900.0
257033  ,1.0,1,29.0,5,2,4,1,0.0,900.0
257400  ,1.0,2,66.0,4,1,2,3,1,240.0
257584  ,1.0,1,27.0,5,1,6,1,0.0,1300.0
257591  ,1.0,1,47.0,2,4,4,1,0.0,63.333333333333336
257591  ,1.0,2,36.0,2,4,4,1,0.0,63.333333333333336
257591  ,1.0,1,17.0,5,4,3,3,3,63.333333333333336
257591  ,1.0,2,15.0,5,4,3,3,3,63.333333333333336
257591  ,1.0,2,13.0,5,4,2,3,3,63.333333333333336
257591  ,1.0,2,1.0,5,4,7,4,5,63.333333333333336
257596  ,1.0,1,39.0,1,2,5,1,0.0,1000.0
257596  ,1.0,2,29.0,1,2,6,1,0.0,1000.0
257718  ,1.0,1,40.0,1,4,2,1,0.0,50.0
257718  ,1.0,2,41.0,1,4,2,3,4,50.0
257718  ,1.0,1,10.0,5,4,1,3,3,50.0
257718  ,1.0,1,8.0,5,4,1,4,3,50.0
257852  ,1.0,2,73.0,4,1,2,3,1,336.0
257926  ,1.0,1,60.0,2,2,4,1,0.0,63.5
257926  ,1.0,2,58.0,2,2,4,3,4,63.5
257926  ,1.0,1,35.0,5,2,6,1,0.0,63.5
257926  ,1.0,2,93.0,4,1,2,3,1,63.5
257952  ,1.0,1,40.0,1,4,3,1,0.0,450.0
257952  ,1.0,2,43.0,1,4,2,1,0.0,450.0
257974  ,1.0,2,57.0,4,2,5,3,2,950.0
257974  ,1.0,2,23.0,5,12,5,1,0.0,950.0
258085  ,1.0,1,48.0,1,4,2,1,0.0,353.0
258085  ,1.0,2,46.0,1,1,2,1,0.0,353.0
258085  ,1.0,2,5.0,5,1,7,4,5,353.0
258085  ,1.0,2,12.0,5,1,2,3,3,353.0
258186  ,1.0,2,66.0,4,1,1,1,0.0,490.0
258377  ,1.0,2,58.0,4,1,4,1,0.0,500.0
258377  ,1.0,1,27.0,5,4,6,1,0.0,500.0
258380  ,1.0,1,45.0,2,1,2,1,0.0,298.0
258380  ,1.0,2,42.0,2,1,2,3,4,298.0
258380  ,1.0,1,24.0,1,1,2,1,0.0,298.0
258380  ,1.0,2,22.0,5,4,4,2,0.0,298.0
258380  ,1.0,2,22.0,1,1,3,3,3,298.0
258399  ,1.0,1,37.0,2,4,2,1,0.0,300.0
258399  ,1.0,2,34.0,2,4,2,1,0.0,300.0
258399  ,1.0,2,14.0,5,4,3,3,3,300.0
258399  ,1.0,1,10.0,5,4,1,3,3,300.0
258399  ,1.0,1,5.0,5,4,1,4,5,300.0
258602  ,1.0,1,49.0,2,1,3,1,0.0,187.5
258602  ,1.0,2,54.0,2,1,2,3,4,187.5
258602  ,1.0,2,25.0,5,4,3,1,0.0,187.5
258602  ,1.0,2,70.0,5,1,2,3,1,187.5
258730  ,1.0,1,69.0,2,1,2,3,1,235.0
258730  ,1.0,2,66.0,2,1,3,3,1,235.0
258730  ,1.0,2,30.0,5,4,6,3,4,235.0
258730  ,1.0,2,3.0,5,4,7,4,5,235.0
258916  ,1.0,2,49.0,3,4,4,1,0.0,335.0
258916  ,1.0,2,18.0,5,4,4,2,0.0,335.0
258922  ,1.0,2,88.0,5,1,2,3,1,230.0
259036  ,1.0,1,59.0,2,4,2,1,0.0,500.0
259036  ,1.0,2,67.0,2,4,2,3,4,500.0
259046  ,1.0,2,63.0,4,1,1,1,0.0,150.0
259046  ,1.0,2,24.0,5,1,5,1,0.0,150.0
259046  ,1.0,2,22.0,5,4,5,3,3,150.0
259046  ,1.0,1,0,5,4,7,4,5,150.0
259065  ,1.0,1,39.0,1,2,5,1,0.0,720.0
259065  ,1.0,2,29.0,1,2,6,1,0.0,720.0
259065  ,1.0,2,4.0,5,2,7,4,5,720.0
259065  ,1.0,1,2.0,5,2,7,4,5,720.0
259066  ,1.0,2,45.0,2,4,3,3,4,51.5
259066  ,1.0,1,17.0,5,4,3,1,0.0,51.5
259066  ,1.0,1,16.0,5,4,3,2,0.0,51.5
259066  ,1.0,1,15.0,5,4,3,2,0.0,51.5
259066  ,1.0,2,14.0,5,4,3,1,0.0,51.5
259066  ,1.0,1,12.0,5,4,2,3,3,51.5
259066  ,1.0,2,8.0,5,4,1,4,3,51.5
259125  ,1.0,1,30.0,1,1,2,1,0.0,317.5
259125  ,1.0,2,35.0,1,1,6,3,4,317.5
259125  ,1.0,1,4.0,5,1,7,4,5,317.5
259125  ,1.0,1,1.0,5,1,7,4,5,317.5
259238  ,1.0,1,45.0,3,4,4,1,0.0,40.0
259238  ,1.0,2,14.0,5,4,3,3,3,40.0
259238  ,1.0,2,24.0,3,4,3,3,4,40.0
259238  ,1.0,2,2.0,5,4,7,4,5,40.0
259238  ,1.0,1,1.0,5,4,7,4,5,40.0
259259  ,1.0,1,31.0,2,4,7,1,0.0,95.0
259259  ,1.0,2,26.0,2,4,3,1,0.0,95.0
259259  ,1.0,2,8.0,5,4,1,4,3,95.0
259259  ,1.0,1,5.0,5,4,7,4,5,95.0
259327  ,1.0,1,44.0,2,12,3,1,0.0,673.5
259327  ,1.0,2,43.0,2,12,3,1,0.0,673.5
259327  ,1.0,1,21.0,5,12,5,1,0.0,673.5
259327  ,1.0,2,16.0,5,12,3,1,0.0,673.5
259336  ,1.0,2,59.0,3,4,3,3,4,0.0
259367  ,1.0,1,68.0,2,4,4,1,0.0,80.0
259367  ,1.0,2,68.0,2,4,2,3,4,80.0
259367  ,1.0,2,44.0,3,4,3,1,0.0,80.0
259367  ,1.0,2,19.0,5,4,4,1,0.0,80.0
259367  ,1.0,2,16.0,5,4,3,3,3,80.0
259367  ,1.0,1,14.0,5,4,1,3,3,80.0
259367  ,1.0,2,12.0,5,4,1,3,3,80.0
259367  ,1.0,1,10.0,5,4,1,3,3,80.0
259398  ,1.0,1,80.0,2,1,1,1,0.0,265.0
259398  ,1.0,2,94.0,2,1,1,3,6,265.0
259431  ,1.0,1,44.0,1,4,1,1,0.0,150.0
259431  ,1.0,2,58.0,1,4,1,3,7,150.0
259628  ,1.0,1,44.0,2,1,4,1,0.0,189.4
259628  ,1.0,2,44.0,2,1,4,3,4,189.4
259628  ,1.0,2,15.0,5,1,3,3,3,189.4
259628  ,1.0,1,13.0,5,1,3,3,7,189.4
259628  ,1.0,1,4.0,5,1,7,4,5,189.4
259825  ,1.0,2,93.0,4,1,1,3,1,140.0
259825  ,1.0,1,52.0,2,4,5,1,0.0,140.0
259825  ,1.0,2,41.0,2,4,3,3,4,140.0
259825  ,1.0,2,15.0,5,4,3,3,3,140.0
259825  ,1.0,2,12.0,5,4,2,3,3,140.0
259832  ,1.0,2,23.0,5,2,5,1,0.0,350.0
260122  ,1.0,1,32.0,2,4,3,1,0.0,116.66666666666667
260122  ,1.0,2,34.0,2,4,2,2,0.0,116.66666666666667
260122  ,1.0,1,9.0,5,4,1,4,3,116.66666666666667
260139  ,1.0,2,67.0,2,4,2,1,0.0,58.333333333333336
260139  ,1.0,1,66.0,2,4,2,3,7,58.333333333333336
260139  ,1.0,1,32.0,5,4,2,2,0.0,58.333333333333336
260244  ,1.0,2,63.0,4,4,1,1,0.0,38.4
260244  ,1.0,2,27.0,3,4,2,1,0.0,38.4
260244  ,1.0,2,10.0,5,4,1,3,3,38.4
260244  ,1.0,2,9.0,5,4,1,4,3,38.4
260244  ,1.0,2,1.0,5,4,7,4,5,38.4
260343  ,1.0,1,46.0,2,1,3,1,0.0,333.3333333333333
260343  ,1.0,2,44.0,2,1,3,3,4,333.3333333333333
260343  ,1.0,1,24.0,5,1,4,1,0.0,333.3333333333333
260343  ,1.0,1,21.0,5,1,4,1,0.0,333.3333333333333
260343  ,1.0,2,16.0,5,1,3,3,3,333.3333333333333
260343  ,1.0,2,13.0,5,1,3,3,3,333.3333333333333
260357  ,1.0,1,57.0,2,4,2,1,0.0,250.0
260357  ,1.0,2,54.0,2,4,1,3,4,250.0
260357  ,1.0,1,22.0,5,4,3,1,0.0,250.0
260357  ,1.0,2,30.0,5,4,3,3,2,250.0
260469  ,1.0,1,53.0,2,4,3,2,0.0,161.5
260469  ,1.0,2,50.0,2,4,2,1,0.0,161.5
260469  ,1.0,1,22.0,5,4,5,1,0.0,161.5
260469  ,1.0,2,20.0,5,4,5,2,0.0,161.5
260469  ,1.0,2,8.0,5,4,1,4,3,161.5
260469  ,1.0,2,25.0,2,4,3,1,0.0,161.5
260606  ,1.0,1,57.0,2,1,3,1,0.0,613.3333333333334
260606  ,1.0,2,56.0,2,1,3,3,4,613.3333333333334
260606  ,1.0,1,20.0,5,1,5,1,0.0,613.3333333333334
260730  ,1.0,2,40.0,2,2,3,1,0.0,206.66666666666666
260730  ,1.0,2,19.0,5,2,4,1,0.0,206.66666666666666
260730  ,1.0,1,14.0,5,2,2,3,3,206.66666666666666
260796  ,1.0,1,52.0,1,1,1,1,0.0,191.66666666666666
260796  ,1.0,1,22.0,5,1,4,1,0.0,191.66666666666666
260796  ,1.0,2,17.0,5,1,3,3,3,191.66666666666666
260796  ,1.0,2,19.0,5,1,3,2,0.0,191.66666666666666
260796  ,1.0,1,12.0,5,1,2,3,3,191.66666666666666
260796  ,1.0,2,49.0,1,1,1,1,0.0,191.66666666666666
260914  ,1.0,2,88.0,4,1,2,3,1,580.0
260996  ,1.0,2,56.0,3,4,2,1,0.0,276.6666666666667
260996  ,1.0,2,26.0,5,4,4,1,0.0,276.6666666666667
260996  ,1.0,2,30.0,5,4,3,1,0.0,276.6666666666667
261043  ,1.0,2,48.0,4,1,4,1,0.0,375.0
261043  ,1.0,1,6.0,5,1,1,4,3,375.0
261085  ,1.0,1,61.0,3,1,3,2,0.0,386.0
261090  ,1.0,2,33.0,2,1,5,1,0.0,1033.3333333333333
261090  ,1.0,1,32.0,2,1,6,1,0.0,1033.3333333333333
261090  ,1.0,2,6.0,5,1,1,4,3,1033.3333333333333
261178  ,1.0,1,41.0,1,1,2,1,0.0,120.0
261178  ,1.0,2,37.0,1,4,2,3,4,120.0
261178  ,1.0,2,10.0,5,4,1,3,3,120.0
261178  ,1.0,1,6.0,5,4,1,4,3,120.0
261178  ,1.0,1,1.0,5,1,7,4,5,120.0
261346  ,1.0,1,78.0,4,12,6,3,1,1850.0
261383  ,1.0,2,81.0,4,1,2,3,1,240.0
261544  ,1.0,1,46.0,2,1,4,1,0.0,285.0
261544  ,1.0,2,42.0,2,1,4,1,0.0,285.0
261544  ,1.0,2,18.0,5,1,5,3,3,285.0
261544  ,1.0,2,15.0,5,1,3,3,3,285.0
261589  ,1.0,1,30.0,2,1,6,1,0.0,566.6666666666666
261589  ,1.0,2,25.0,2,1,6,1,0.0,566.6666666666666
261589  ,1.0,1,1.0,5,1,7,4,5,566.6666666666666
261615  ,1.0,2,69.0,4,1,1,3,1,115.0
261615  ,1.0,1,14.0,5,1,1,3,3,115.0
261799  ,1.0,1,57.0,5,4,1,1,0.0,150.0
261821  ,1.0,2,46.0,5,4,2,1,0.0,45.714285714285715
261821  ,1.0,2,25.0,5,4,2,3,4,45.714285714285715
261821  ,1.0,1,4.0,5,4,7,4,5,45.714285714285715
261821  ,1.0,1,3.0,5,4,7,4,5,45.714285714285715
261821  ,1.0,2,19.0,5,4,3,2,0.0,45.714285714285715
261821  ,1.0,1,12.0,5,4,1,3,3,45.714285714285715
261821  ,1.0,1,1.0,5,4,7,4,5,45.714285714285715
261841  ,1.0,1,58.0,2,4,3,3,4,33.333333333333336
261841  ,1.0,2,63.0,2,4,3,1,0.0,33.333333333333336
261841  ,1.0,1,16.0,5,4,3,3,3,33.333333333333336
262392  ,1.0,1,48.0,3,1,3,1,0.0,500.0
262429  ,1.0,1,46.0,2,4,2,1,0.0,96.0
262429  ,1.0,2,44.0,2,4,2,1,0.0,96.0
262429  ,1.0,2,25.0,5,4,5,3,3,96.0
262429  ,1.0,2,23.0,5,4,5,1,0.0,96.0
262429  ,1.0,2,20.0,5,4,4,1,0.0,96.0
262429  ,1.0,2,17.0,5,4,3,1,0.0,96.0
262429  ,1.0,2,13.0,5,4,2,3,3,96.0
262429  ,1.0,2,12.0,5,4,1,3,3,96.0
262429  ,1.0,2,9.0,5,4,1,4,3,96.0
262429  ,1.0,2,4.0,5,4,7,4,5,96.0
262543  ,1.0,1,55.0,2,1,2,1,0.0,212.5
262543  ,1.0,2,37.0,2,1,3,1,0.0,212.5
262543  ,1.0,1,8.0,5,1,1,4,3,212.5
262543  ,1.0,2,5.0,5,1,7,4,5,212.5
262666  ,1.0,2,56.0,3,2,6,1,0.0,600.0
262666  ,1.0,1,31.0,5,4,6,2,0.0,600.0
262679  ,1.0,1,49.0,3,4,6,1,0.0,2850.0
262692  ,1.0,1,48.0,5,4,2,1,0.0,312.5
262692  ,1.0,1,30.0,1,4,2,1,0.0,312.5
262692  ,1.0,2,22.0,1,4,4,1,0.0,312.5
262692  ,1.0,1,6.0,5,4,1,4,3,312.5
262779  ,1.0,1,55.0,2,1,4,3,1,137.0
262779  ,1.0,2,50.0,2,1,2,3,4,137.0
262779  ,1.0,1,28.0,5,4,4,1,0.0,137.0
262779  ,1.0,1,26.0,5,4,3,1,0.0,137.0
262779  ,1.0,1,22.0,5,4,3,1,0.0,137.0
262779  ,1.0,2,19.0,5,1,4,1,0.0,137.0
262779  ,1.0,1,16.0,5,1,3,1,0.0,137.0
262779  ,1.0,1,8.0,5,1,1,4,3,137.0
262779  ,1.0,1,3.0,5,4,7,4,5,137.0
262779  ,1.0,1,0,5,4,7,4,5,137.0
263070  ,1.0,1,43.0,2,1,2,1,0.0,257.5
263070  ,1.0,2,41.0,2,1,4,1,0.0,257.5
263070  ,1.0,1,13.0,5,1,2,3,3,257.5
263070  ,1.0,2,18.0,5,1,5,3,3,257.5
263144  ,1.0,1,43.0,1,4,1,1,0.0,350.0
263144  ,1.0,2,50.0,1,1,2,1,0.0,350.0
263144  ,1.0,1,19.0,5,1,3,1,0.0,350.0
263161  ,1.0,1,39.0,2,2,2,1,0.0,100.0
