codusu,nro_hogar,edad,ingreso,componente,varon,mujer,con_pareja,sin_pareja,si_cobertura,no_cobertura,prim_inc,prim_com,sec_inc,sec_com,uni_inc,uni_comp,sin_instrucc,estado_desocupado,estado_inactivo,estado_menor de 10 años,estado_no respuesta,estado_ocupado,inactividad_ama de casa,inactividad_discapacitado,inactividad_estudiante,inactividad_jubilado/pensionado,inactividad_menor de 6 años,inactividad_otros,inactividad_rentista
TQRMNOSPRHKMNNCDEIJAH00856813,1.0,36,400000.0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSPRHKMNNCDEIJAH00856813,1.0,33,400000.0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQYQHMMRNCDEIJAH00802156,1.0,50,0.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQYQHMMRNCDEIJAH00802156,1.0,17,0.0,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORQYHMORPCDEIJAH00802157,1.0,54,110800.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORQYHMORPCDEIJAH00802157,1.0,52,110800.0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORQYHMORPCDEIJAH00802157,1.0,15,110800.0,3,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORQYHMORPCDEIJAH00802157,1.0,21,110800.0,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORQYHMORPCDEIJAH00802157,1.0,31,110800.0,6,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRRHMORPCDEIJAH00856814,1.0,33,314000.0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRRHMORPCDEIJAH00856814,1.0,33,314000.0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRRHMORPCDEIJAH00856814,1.0,15,314000.0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRRHMORPCDEIJAH00856814,1.0,1,314000.0,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQSYHKOQQCDEIJAH00856815,1.0,61,0.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQSYHKOQQCDEIJAH00856815,1.0,21,0.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQSYHLMROCDEIJAH00856816,1.0,51,320000.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQWRHMMRSCDEIJAH00802036,1.0,40,0.0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQWRHMMRSCDEIJAH00802036,1.0,11,0.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSWSHLMRQCDEIJAH00855654,1.0,60,168000.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSWTHLMRQCDEIJAH00855476,1.0,63,0.0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOSWTHLMRQCDEIJAH00855476,1.0,42,0.0,3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSSHLKRTCDEIJAH00856817,1.0,18,0.0,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPSSHLKRTCDEIJAH00856817,1.0,16,0.0,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORRRHMORPCDEIJAH00856814,1.0,8,314000.0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOQVSHMOKTCDEIIAD00801812,1.0,22,0.0,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPTWHMMOQCDEIIAD00856848,1.0,39,1000000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSTQHJMRTCDEIJAH00794149,1.0,85,0.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOQWQHMMOQCDEIIAD00856849,1.0,82,222000.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORYUHMMKMCDEIJAH00802064,1.0,14,0.0,9,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQXQHKKQRCDEIJAH00856748,1.0,74,155000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOQXQHKKQRCDEIJAH00856748,1.0,74,155000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPXYHLLTRCDEIJAH00855442,1.0,60,115000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOPXYHLLTRCDEIJAH00855442,1.0,68,115000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPXYHLLTRCDEIJAH00855442,1.0,26,115000.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TQRMNOPXYHLLTRCDEIJAH00855442,1.0,16,115000.0,4,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQUPHLMTSCDEIJAH00855456,1.0,79,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TQRMNOQUPHLMTSCDEIJAH00855456,1.0,19,0.0,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOTRRHKOTNCDEIJAH00856749,1.0,70,211600.0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOTRRHKOTNCDEIJAH00856749,1.0,43,211600.0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORVUHKLTSCDEIJAH00856750,1.0,83,146000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQSMNOTPSHLOSNCDEIJAH00856822,1.0,21,0.0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQSMNOTPSHLOSNCDEIJAH00856822,1.0,2,0.0,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,32,60428.57,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,16,60428.57,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,15,60428.57,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,14,60428.57,4,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,12,60428.57,5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,9,60428.57,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOSQUHKMRLCDEIJAH00856823,1.0,8,60428.57,7,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORPUHKMLTCDEIJAH00856854,1.0,63,0.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQRTHJOOQCDEIJAH00794041,1.0,66,262000.0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOQRTHJOOQCDEIJAH00794041,1.0,91,262000.0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSPVHMMMRCDEIJAH00801890,1.0,22,0.0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOPSUHMKKQCDEIJAH00802452,1.0,22,0.0,2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPSUHMKKQCDEIJAH00802452,1.0,17,0.0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTQHKKTUCDEIJAH00856752,1.0,46,600000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQTQHKKTUCDEIJAH00856752,1.0,38,600000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQTQHKKTUCDEIJAH00856752,1.0,10,600000.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTQHKKTUCDEIJAH00856752,1.0,8,600000.0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOQTQHKKTUCDEIJAH00856752,1.0,6,600000.0,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORQVHMLKRCDEIJAH00807405,1.0,13,0.0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORQVHMLKRCDEIJAH00807405,1.0,9,0.0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORQVHMLKRCDEIJAH00807405,1.0,4,0.0,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQPQHLLROCDEIJAH00856753,1.0,51,307500.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQPQHLLROCDEIJAH00856753,1.0,23,307500.0,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPQTHKOPLCDEIJAH00856754,1.0,85,144875.0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOPQTHKOPLCDEIJAH00856754,1.0,33,144875.0,2,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPWRHKLNNCDEIIAD00856780,1.0,16,16000.0,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSPVHMMMRCDEIJAH00801890,1.0,3,0.0,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOSPVHMMMRCDEIJAH00801890,1.0,0,0.0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNORYXHLNNMCDEIJAH00855236,1.0,31,0.0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORYXHLNNMCDEIJAH00855236,1.0,6,0.0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORYXHLNNMCDEIJAH00855236,1.0,14,0.0,4,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORYXHLNNMCDEIJAH00855236,1.0,0,0.0,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOSRWHMMNLCDEIJAH00802022,1.0,66,0.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSRWHMMNLCDEIJAH00802022,1.0,64,0.0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNORRUHJMSLCDEIJAH00797669,1.0,34,800000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORRUHJMSLCDEIJAH00797669,1.0,34,800000.0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPYRHKLOUCDEIJAH00856855,1.0,35,266666.67,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPYRHKLOUCDEIJAH00856855,1.0,14,266666.67,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPYRHKLOUCDEIJAH00856855,1.0,3,266666.67,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOPQQHMNPNCDEIJAH00801992,1.0,60,333333.33,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPQQHMNPNCDEIJAH00801992,1.0,59,333333.33,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOPQTHKOPLCDEIJAH00856754,1.0,52,144875.0,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPQTHKOPLCDEIJAH00856754,1.0,59,144875.0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPQQHMNPNCDEIJAH00801992,1.0,21,333333.33,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPWWHLMPUCDEIJAH00855147,1.0,38,133333.33,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPWWHLMPUCDEIJAH00855147,1.0,12,133333.33,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPWWHLMPUCDEIJAH00855147,1.0,15,133333.33,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSTYHKNMOCDEIJAH00856759,1.0,77,90000.0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSTYHKNMOCDEIJAH00856759,1.0,64,90000.0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOSRVHKLNSCDEIJAH00856760,1.0,59,233333.33,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSRVHKLNSCDEIJAH00856760,1.0,26,233333.33,2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOSRVHKLNSCDEIJAH00856760,1.0,24,233333.33,3,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOQWRHLMNSCDEIJAH00855451,1.0,27,0.0,3,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOQWRHLMNSCDEIJAH00855451,1.0,23,0.0,4,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOQWRHLMNSCDEIJAH00855451,1.0,12,0.0,5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPYVHJOONCDEIJAH00855631,1.0,22,111250.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPYVHJOONCDEIJAH00855631,1.0,41,111250.0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPYVHJOONCDEIJAH00855631,1.0,15,111250.0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOPYVHJOONCDEIJAH00855631,1.0,52,111250.0,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TQRMNOQRXHJOPMCDEIJAH00797219,1.0,57,75500.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOQRXHJOPMCDEIJAH00797219,1.0,63,75500.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOQRYHJOPMCDEIJAH00797220,1.0,77,202000.0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORSXHMMOOCDEIJAH00802410,1.0,43,218666.67,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TQRMNORSXHMMOOCDEIJAH00802410,1.0,46,218666.67,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORSXHMMOOCDEIJAH00802410,1.0,3,218666.67,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOQRYHJOPMCDEIJAH00797220,1.0,76,202000.0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPXYHJLNMCDEIJAH00797977,1.0,70,200000.0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOPXYHJLNMCDEIJAH00797977,1.0,70,200000.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOSRTHMKMQCDEIJAH00807453,1.0,46,250000.0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSRTHMKMQCDEIJAH00807453,1.0,46,250000.0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNOSPUHMMMRCDEIJAH00807374,1.0,85,345000.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSSWHKOMSCDEIJAH00856761,1.0,8,352750.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOSSWHKOMSCDEIJAH00856761,1.0,49,352750.0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSSWHKOMSCDEIJAH00856761,1.0,46,352750.0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSSWHKOMSCDEIJAH00856761,1.0,6,352750.0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNORWYHKLLLCDEIJAH00856863,1.0,47,70000.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TQRMNORWYHKLLLCDEIJAH00856863,1.0,49,70000.0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORWYHKLLLCDEIJAH00856863,1.0,26,70000.0,3,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORWRHKOTNCDEIJAH00856864,1.0,82,150000.0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNORWRHKOTNCDEIJAH00856864,1.0,58,150000.0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSPRHLMNNCDEIIAD00854888,1.0,37,290000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSPTHLMNNCDEIIAD00854889,1.0,46,0.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOSPTHLMNNCDEIIAD00854889,1.0,6,0.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOSPTHLMNNCDEIIAD00854889,1.0,20,0.0,4,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TQRMNOTXUHKNNPCDEIIAD00856793,1.0,65,950000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOTXUHKNNPCDEIIAD00856793,1.0,62,950000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOSQVHJLMUCDEIIAD00798163,1.0,31,0.0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORXVHJLNNCDEIIAD00798156,1.0,69,67500.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOTYWHJLNNCDEIIAD00798157,1.0,48,800000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPVSHMMNPCDEIIAD00801818,1.0,54,460000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPVSHMMNPCDEIIAD00801818,1.0,17,460000.0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOSPTHKMNUCDEIIAD00856794,1.0,27,900000.0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQUYHKMOLCDEIIAD00856795,1.0,56,290000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOQTTHJMNMCDEIIAD00801625,1.0,15,0.0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTTHJMNMCDEIIAD00801625,1.0,14,0.0,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTTHJMNMCDEIIAD00801625,1.0,10,0.0,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOQTQHMLMQCDEIIAD00806938,1.0,31,0.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOTSYHLKRSCDEIJAH00855169,1.0,53,1950000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOTSYHLKRSCDEIJAH00855169,1.0,52,1950000.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOTSYHLKRSCDEIJAH00855169,1.0,22,1950000.0,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOTSYHLKRSCDEIJAH00855169,1.0,18,1950000.0,4,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNOTRTHLMPNCDEIJAH00855599,1.0,65,545000.0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TQRMNOSUUHJKQMCDEIJAH00795265,1.0,39,1050000.0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPYPHLLPQCDEIJAH00855545,1.0,65,0.0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TQRMNOPYPHLLPQCDEIJAH00855545,1.0,32,0.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQSMNOQXQHMMPQCDEIJAH00856955,1.0,17,0.0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQSMNOQXQHMMPQCDEIJAH00856955,1.0,14,0.0,4,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQSMNOQXQHMMPQCDEIJAH00856955,1.0,21,0.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNORYRHKKTQCDEIJAH00856986,1.0,11,0.0,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TQRMNORYRHKKTQCDEIJAH00856986,1.0,8,0.0,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOPTQHLLTTCDEIJAH00855513,1.0,39,0.0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TQRMNOPTQHLLTTCDEIJAH00855513,1.0,9,0.0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOPTQHLLTTCDEIJAH00855513,1.0,7,0.0,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TQRMNOPTQHLLTTCDEIJAH00855513,1.0,4,0.0,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
TQRMNOPQQHKMTTCDEIJAH00856987,1.0,65,0.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
